hashtag,username,timestamp,tweet
#sharemarket,Nishu verma,2026-07-01T05:37:01.000Z,"Nishu verma
@Tradelist60628
·
1h
shipping stocks on the wayyyy 

#Shipping #sharemarket #stockmarket #nifty #trading #stockmarketindia #investing #sensex #nse #bse #stocks #investment
Quote
Nishu verma
@Tradelist60628
·
22h
Shipping stocks showing strength 
#grse
#cochinship
#mazdock
#parasdef 
64"
#sharemarket,Shraddha Mishra,2026-07-01T05:31:36.000Z,"Shraddha Mishra
@shraddham008
·
1h
 KPIT Technologies Crashes! 

 KPIT Technologies shares plunged after issuing a weak FY27 outlook.

Stock hit lower circuits, falling over 15%.

JPMorgan downgraded the stock to 'Underweight'.

#KPIT #StockMarket #ShareMarket #Stocks #ITStocks #MarketNews #Investing
167"
#sharemarket,Zyranth,2026-07-01T05:31:11.000Z,"Zyranth
@_Creer_sonador
·
1h
Nifty / Option buying

#ShareMarket #nifty #smallcap #trading
Quote
Zyranth
@_Creer_sonador
·
1h
NIFTY OPTION BUYING SCALPING ON FIRE!

#Nifty #Nifty50 #OptionBuying #OptionsTrading #NiftyOptions #Scalping #IntradayTrading #OptionScalping #MomentumTrading #BankNifty
1
77"
#sharemarket,NewsDrum,2026-07-01T05:28:54.000Z,"NewsDrum
@thenewsdrum
·
1h
Markets open in green after two-day slide, auto stocks drive early gains

READ | 
newsdrum.in/business/marke
…

#ShareMarket #Sensex #Nifty #AutoStocks #Rupee #StockMarket #maruti #Mahindra #TataMotors #KPIT
121"
#stockmarket,Buzzingstock Publishing House,2026-07-01T06:56:37.000Z,"Buzzingstock Publishing House
@BuzzingstockH
·
21s
Replying to 
@rushikesh_agre_
@rushikesh_agre_
 Sir, you talking language of #StockMarket
1"
#stockmarket,Gopal Tripathi,2026-07-01T06:55:52.000Z,"Gopal Tripathi
@gopalTr26945111
·
1m
Replying to 
@gopalTr26945111
#GIFTNIFTY #NIFTY50 #StockMarket #Trading #MarketAlert

Attention Traders 

If the market breaks 24,000 again, we could see a sharp fall towards 23,800, according to my 5-minute intraday chart.

This is my personal view. I may be wrong.
2"
#stockmarket,TradingBeast,2026-07-01T06:54:57.000Z,"TradingBeast
@Tradiingbeast
·
2m
#POSITIONAL

#RECLTD JULY 370 CE
ENTRY  : 10-10.5
SL : 6
TARGET : 13/14/16/18/20/24+

#Stockmarket #Optiontrading #Nifty #Sensex #Trading #Jackpot #Herozero
18"
#stockmarket,Tulika Toriya,2026-07-01T06:50:50.000Z,"Tulika Toriya
@TToriya26590
·
6m
 BUY ALERT | 

#RITES 
 BUY ZONE: ₹233–235

 Strong risk-reward setup with potential upside.

 TGT & SL exclusively via DM.

 DM ""RITES"" now to get the complete trade setup with entry strategy, target, stop-loss & risk management.

#StockMarket #NSE #BSE #SwingTrade
Show more
32"
#stockmarket,Rohan S SEBI RA INH000032382 BSE 5216,2026-07-01T06:48:41.000Z,"Rohan S SEBI RA INH000032382 BSE 5216
@Chart_Levels
·
8m
Now all are worried & predictimg big fall  in NiftyIT 

We said it well before 
youtu.be/3xvjr2aXG5I?si…
 
Watch Nifty IT Sector Analysis 

#StockMarket #NiftyIT #Stocks #ShareMarket
youtube.com
Nifty IT Crash 2026: Why IT Stocks are Falling & When to Buy?
In this video, I break down the massive fall in the Nifty IT sector...
84"
#stockmarket,Mohit Kothari,2026-07-01T06:35:20.000Z,"Mohit Kothari
@Finance_w_Mohit
·
21m
 Bull markets reward patience.
 Volatile markets reward discipline.

With Wall Street optimistic but risks still in play, the smartest strategy may be:
 Diversification
 Quality businesses
 Long-term conviction

#InvestSmart #StockMarket #FinanceTips #Investing
3"
#stockmarket,Eric Chia,2026-07-01T06:32:01.000Z,"Eric Chia
@EricChia_Exness
·
24m
A record first half, but the narrative is shifting. AI and chip stocks are euphoric, but a hawkish Fed, a major short-seller targeting industrials, and signs of rally fatigue are creating serious second-half headwinds. #StockMarket
3"
#stockmarket,InvestorZone,2026-07-01T06:31:26.000Z,"InvestorZone
@_InvestorZone
·
25m
IPO Listing Roundup 
A day of extremes in the primary market!

 Advit Jewels: +81.2%
 Waterways Leisure: -50%
 Riyaasat Lifestyle: -21.5%
 Jivial Industries: -20%
 Shreedhar Spinners: -20%
One blockbuster debut, four disappointing listings 
#IPO #StockMarket #SMEIPO
31"
#stockmarket,Nifty Stats HQ,2026-07-01T06:31:08.000Z,"Nifty Stats HQ
@NiftyStatsHQ
·
25m
Nifty +0.67% 

 Top Gainers:
ETERNAL: +3.61%
NESTLEIND: +2.71%
ADANIPORTS: +2.46%
ASIANPAINT: +2.40%
INDUSINDBK: +2.26%

 Top Losers:
TECHM: -2.95%
DRREDDY: -1.53%
HCLTECH: -1.45%
HINDALCO: -1.35%
LT: -1.22%

#StockMarket #Nifty
62"
#stockmarket,Wealth Pakistan,2026-07-01T06:29:48.000Z,"Wealth Pakistan
@pk_wealth
·
27m
 #Pakistan's #StockMarket Announcement (June 30,2026)

 #PSX: Unusual Movement in Shares' #Price of —

M/s. Pakistan Engineering Company Ltd (PECO)
Over preceding period
Sector: ENGINEERING
Market Cap: PKR 4.87 billion

More  News: 
wealthpk.pk

#Lahore
1
72"
#stockmarket,Wealth Pakistan,2026-07-01T06:27:33.000Z,"Wealth Pakistan
@pk_wealth
·
29m
 #Pakistan's #StockMarket Announcement (June 30,2026)

 #PSX: Unusual Movement in Shares' #Price of —

M/s. Husein Industries Limited (HUSI)
Over preceding period
Sector: PROPERTY
Market Cap: PKR 763.68 million

More  Data: 
wealthpk.pk

#house #textile
1
57"
#stockmarket,TickBurst,2026-07-01T06:25:28.000Z,"TickBurst
@kadarsh115
·
31m
Ever wonder how electronic trading really started? Legend Lewis Borsellino reveals the chaotic early days of NASDAQ trading in Chicago. A must-watch for any trader. #Trading #Investing #StockMarket
11"
